CustomerID,Country,State,City,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Reason
4568-TTZRT,United States,California,Auburn,38.99003,-121.114408,male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,181.8,no,0,21,5380.0,unknown
4570-QHXHL,United States,California,Santa Ana,33.719869,-117.907063,female,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.75,405.7,no,0,70,5644.0,unknown
4572-DVCGN,United States,California,San Diego,32.741859,-117.090353,female,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,846.0,yes,1,85,3598.0,poor expertise of online support
4573-JKNAE,United States,California,Los Angeles,34.078821,-118.177576,male,No,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,212.3,no,0,74,2558.0,unknown
4576-CSAJH,United States,California,Los Angeles,33.973616,-118.24902,male,No,No,No,22,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),55.15,1193.05,yes,1,84,5866.0,attitude of support person
4578-PHJYZ,United States,California,Orland,39.748037,-122.302169,male,No,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.75,3482.85,no,0,51,4172.0,unknown
4580-TMHJU,United States,California,Avenal,35.916943,-120.129921,female,No,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.15,2499.3,yes,1,65,2152.0,don't know
4581-LNWUM,United States,California,San Pablo,37.980269,-122.342635,female,No,No,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,no,0,78,3000.0,unknown
4581-SSPWD,United States,California,Mountain View,37.380662,-122.086022,female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.8,246.3,yes,1,93,5475.0,attitude of service provider
4583-PARNH,United States,California,Kerman,36.727418,-120.123526,male,Yes,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.55,1540.05,no,0,46,4045.0,unknown
4584-LBNMK,United States,California,Portola,39.786755,-120.445626,male,Yes,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.7,1174.35,no,0,61,5644.0,unknown
4585-HETAI,United States,California,Huntington Park,33.97803,-118.217141,female,No,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,325.45,yes,1,83,5026.0,service dissatisfaction
4587-NUKOX,United States,California,Walnut,34.018354,-117.85492,female,No,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.1,246.5,yes,1,74,5339.0,attitude of support person
4587-VVTOX,United States,California,Frazier Park,34.907911,-119.234281,female,No,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,545.2,yes,1,90,4163.0,competitor offered more data
4588-YBNIB,United States,California,Fremont,37.516791,-121.899117,female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,yes,1,91,4205.0,price too high
4589-IUAJB,United States,California,Garden Grove,33.764018,-117.931507,male,No,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,1724.15,no,0,75,4118.0,unknown
4592-IWTJI,United States,California,Homewood,39.117018,-120.212535,female,No,Yes,Yes,3,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),29.7,91.7,yes,1,84,2613.0,attitude of support person
4597-ELFTS,United States,California,Glendale,34.162515,-118.203869,male,No,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.9,1334.0,yes,1,92,5327.0,competitor offered higher download speeds
4597-NUCQV,United States,California,Oakland,37.776523,-122.219268,male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,yes,1,87,4287.0,attitude of support person
4598-XLKNJ,United States,California,Inglewood,33.936291,-118.332639,female,Yes,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,yes,1,88,5337.0,limited range of services
4598-ZADCK,United States,California,Hopland,38.93706,-123.118111,female,No,No,No,53,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.6,2879.2,no,0,28,5183.0,unknown
4603-JANFB,United States,California,Glencoe,38.358464,-120.579304,male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,yes,1,97,4548.0,poor expertise of online support
4607-CHPCA,United States,California,San Martin,37.084697,-121.606417,male,No,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,90.4,2178.6,yes,1,100,5801.0,competitor made better offer
4608-LCIMN,United States,California,Pismo Beach,35.165668,-120.655842,male,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.65,369.15,no,0,63,5724.0,unknown
4609-KNNWG,United States,California,Dunnigan,38.931425,-121.946081,female,No,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,550.1,no,0,49,4870.0,unknown
4611-ANLQC,United States,California,Castro Valley,37.722727,-122.02157,female,No,Yes,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,50.05,2911.5,no,0,65,5493.0,unknown
4612-SSVHJ,United States,California,Yermo,35.013299,-116.834092,female,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.45,1671.6,no,0,27,2416.0,unknown
4612-THJBS,United States,California,Terra Bella,35.939068,-119.043666,female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.75,5510.65,yes,1,93,5605.0,attitude of service provider
4614-NUVZD,United States,California,Anaheim,33.848733,-117.788357,female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.1,81.1,yes,1,85,2075.0,competitor offered more data
4615-PIVVU,United States,California,Ludlow,34.702766,-116.093376,female,No,No,No,42,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),66.5,2762.75,no,0,62,4668.0,unknown
4616-EWBNJ,United States,California,Los Angeles,34.11572,-118.192754,female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,318.6,no,0,22,4545.0,unknown
4616-ULAOA,United States,California,Escondido,33.079834,-117.134275,female,No,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7245.9,no,0,23,6332.0,unknown
4619-EVPHY,United States,California,Lamont,35.245035,-118.905553,female,Yes,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.0,1859.5,no,0,57,3748.0,unknown
4622-YNKIJ,United States,California,Norwalk,33.905963,-118.08263,male,No,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,no,0,32,5087.0,unknown
4623-ZKHLY,United States,California,Ontario,34.057256,-117.667677,male,No,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,no,0,28,3727.0,unknown
4625-EWPTF,United States,California,Pasadena,34.165383,-118.123752,male,No,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,yes,1,94,4549.0,competitor had better devices
4625-LAMOB,United States,California,Fresno,36.78724,-119.827813,male,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,905.55,no,0,55,2404.0,unknown
4625-XMOYM,United States,California,Annapolis,38.731055,-123.316553,female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.25,1988.05,no,0,36,5098.0,unknown
4626-GYCZP,United States,California,Eureka,40.737431,-124.108897,male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,635.6,yes,1,79,3506.0,network reliability
4626-OZDTJ,United States,California,Wildomar,33.617108,-117.253349,female,No,Yes,No,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),78.65,3950.85,no,0,80,5408.0,unknown
4627-MIHJH,United States,California,Stockton,38.033219,-121.297433,female,Yes,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7467.55,no,0,69,4948.0,unknown
4628-CTTLA,United States,California,Sanger,36.819628,-119.440414,male,No,No,No,57,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,2111.45,yes,1,66,4917.0,lack of self-service on website
4628-WQCQQ,United States,California,Whittier,33.945318,-117.992066,male,No,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.15,3030.6,yes,1,81,5928.0,attitude of support person
4629-NRXKX,United States,California,El Monte,34.079934,-118.046695,female,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,147.15,yes,1,75,5687.0,network reliability
4631-OACRM,United States,California,Lake Forest,33.644849,-117.684254,male,Yes,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,1156.1,yes,1,74,3621.0,competitor offered higher download speeds
4632-PAOYU,United States,California,Anaheim,33.850452,-117.726668,male,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,433.5,no,0,61,2233.0,unknown
4632-XJMEX,United States,California,Fresno,36.841655,-119.797113,male,No,No,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),62.85,3419.5,no,0,24,6281.0,unknown
4633-MKHYU,United States,California,San Diego,32.787836,-117.232376,female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.4,788.6,no,0,32,2952.0,unknown
4634-JLRJT,United States,California,Ontario,34.074087,-117.605618,female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.35,20.35,no,0,40,2183.0,unknown
4635-EJYPD,United States,California,Tomales,38.240769,-122.901041,male,No,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.95,613.95,no,0,49,4735.0,unknown
4636-JGAAI,United States,California,San Jose,37.186141,-121.843554,male,No,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,88.85,3000.25,no,0,70,4014.0,unknown
4636-OLWOE,United States,California,Fortuna,40.584991,-124.121504,male,No,No,Yes,54,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,61.0,3283.05,no,0,56,5594.0,unknown
4636-QRJKY,United States,California,Idyllwild,33.755039,-116.741796,female,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,502.85,yes,1,98,5032.0,price too high
4636-TVXVG,United States,California,Woodacre,38.005839,-122.638155,male,No,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.95,1244.8,no,0,32,4803.0,unknown
4640-UHDOS,United States,California,Phelan,34.441123,-117.537886,female,No,Yes,No,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,yes,1,91,4498.0,competitor had better devices
4641-FROLU,United States,California,La Honda,37.285677,-122.224165,female,No,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.3,602.9,no,0,30,4453.0,unknown
4644-OBGFZ,United States,California,San Francisco,37.786031,-122.437301,male,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,1026.35,no,0,64,5067.0,unknown
4644-PIZRT,United States,California,Long Barn,38.109125,-120.078597,male,No,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.35,1201.65,no,0,35,2704.0,unknown
4646-QZXTF,United States,California,San Juan Bautista,36.810568,-121.503022,female,No,Yes,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.25,580.1,no,0,57,5928.0,unknown
4647-MUZON,United States,California,Port Hueneme,34.110124,-119.100972,female,No,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,no,0,20,5009.0,unknown
4647-XXZAM,United States,California,Los Angeles,34.002642,-118.287596,female,No,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.5,285.2,no,0,51,5450.0,unknown
4648-YPBTM,United States,California,Arcadia,34.128284,-118.047732,male,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,no,0,55,5644.0,unknown
4652-NNHNY,United States,California,Fellows,35.215731,-119.57013,male,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.85,1284.2,yes,1,77,3226.0,don't know
4652-ODEVH,United States,California,Dutch Flat,39.197215,-120.83679,male,No,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.45,1088.25,no,0,57,3586.0,unknown
4654-DLAMQ,United States,California,Warner Springs,33.323705,-116.626907,female,Yes,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),97.0,6430.9,no,0,68,4053.0,unknown
4654-GGUII,United States,California,Smartville,39.176595,-121.291692,female,No,No,No,18,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,40.2,711.95,no,0,48,4624.0,unknown
4654-ULTTN,United States,California,Fillmore,34.408161,-118.865111,male,No,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.8,5315.8,no,0,60,6447.0,unknown
4656-CAURT,United States,California,Phillipsville,40.184094,-123.745487,male,No,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1713.1,no,0,31,6059.0,unknown
4657-FWVFY,United States,California,Kings Beach,39.246654,-120.029273,female,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.35,3915.4,no,0,52,2004.0,unknown
4658-HCOHW,United States,California,Redwood Valley,39.298065,-123.25211,female,No,Yes,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,2110.15,yes,1,100,3123.0,competitor had better devices
4659-NZRUF,United States,California,Oakland,37.834341,-122.26437,female,No,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,1789.25,yes,1,78,5830.0,long distance charges
4660-IRIBM,United States,California,Crows Landing,37.435664,-121.049056,male,No,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9,1500.5,no,0,33,5192.0,unknown
4661-NJEUX,United States,California,Portola Valley,37.369709,-122.215844,male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,20.05,no,0,52,5368.0,unknown
4662-EKDPQ,United States,California,Los Angeles,34.028331,-118.354338,male,No,No,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.05,118.3,yes,1,96,5344.0,competitor had better devices
4664-NJCMS,United States,California,San Francisco,37.802071,-122.411004,female,No,Yes,No,33,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.55,2016.3,no,0,68,5980.0,unknown
4667-OHGKG,United States,California,Summerland,34.420998,-119.60137,male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,19.3,yes,1,99,4266.0,service dissatisfaction
4667-QONEA,United States,California,Los Angeles,34.037251,-118.423573,female,Yes,Yes,No,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,no,0,59,5153.0,unknown
4670-TABXH,United States,California,Hawthorne,33.914775,-118.348083,male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.75,7758.9,no,0,71,5791.0,unknown
4671-LXRDQ,United States,California,Salyer,40.89866,-123.539754,male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.0,96.45,yes,1,93,5704.0,competitor had better devices
4671-VJLCL,United States,California,Los Angeles,34.108455,-118.362081,female,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4861.45,no,0,70,4595.0,unknown
4672-FOTSD,United States,California,Dorris,41.949216,-122.050062,male,No,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,832.3,no,0,56,4334.0,unknown
4673-KKSLS,United States,California,Oakland,37.758019,-122.138678,female,No,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,87.6,2724.25,no,0,48,5094.0,unknown
4674-HGNUA,United States,California,Petrolia,40.274302,-124.210902,male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,6457.15,no,0,57,4444.0,unknown
4676-MQUEA,United States,California,Laguna Beach,33.570023,-117.773669,male,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),101.9,5265.5,no,0,25,4184.0,unknown
4676-WLUHT,United States,California,Darwin,36.319181,-117.593053,male,No,No,No,54,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),46.2,2431.95,no,0,26,6143.0,unknown
4678-DVQEO,United States,California,Bass Lake,37.458367,-119.345011,female,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,52.2,yes,1,71,4138.0,competitor made better offer
4680-KUTAJ,United States,California,Beverly Hills,34.062095,-118.401508,female,Yes,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.6,580.8,no,0,80,5014.0,unknown
4682-BLBUC,United States,California,La Crescenta,34.239636,-118.245259,male,No,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,70.95,3250.45,no,0,66,3678.0,unknown
4683-WYDOU,United States,California,Rancho Palos Verdes,33.753146,-118.367459,male,No,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6912.7,no,0,40,4697.0,unknown
4685-ERGHK,United States,California,Gasquet,41.867908,-123.794144,male,No,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,86.9,4939.25,no,0,71,6109.0,unknown
4685-TFLLS,United States,California,Spreckels,36.624641,-121.647195,male,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,342.3,no,0,74,4808.0,unknown
4686-GEFRM,United States,California,Pioneertown,34.201108,-116.593456,male,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.7,6858.9,no,0,57,5582.0,unknown
4686-UXDML,United States,California,Cutler,36.497895,-119.285484,female,No,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.85,1992.55,no,0,74,2113.0,unknown
4690-LLKUA,United States,California,Topaz,38.636052,-119.489162,male,Yes,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,770.6,yes,1,65,3797.0,extra data charges
4690-PKDQG,United States,California,San Diego,32.716007,-117.117462,female,Yes,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.55,3930.6,no,0,26,4121.0,unknown
4692-NNQRU,United States,California,Cloverdale,38.801936,-122.938935,female,No,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,79.2,1742.45,no,0,24,4900.0,unknown
4693-VWVBO,United States,California,Valley Springs,38.156971,-120.849231,female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.55,61.05,no,0,46,3889.0,unknown
4694-PHWFW,United States,California,San Francisco,37.789168,-122.395009,female,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,170.9,no,0,40,5919.0,unknown
4695-VADHF,United States,California,Oakland,37.792489,-122.244314,male,No,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,990.85,yes,1,84,2989.0,competitor had better devices
4695-WJZUE,United States,California,Irvine,33.703976,-117.824172,female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.55,179.25,yes,1,80,3685.0,attitude of support person
4697-LUPSU,United States,California,Grover Beach,35.120833,-120.61843,male,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,34.75,no,0,44,3866.0,unknown
4698-KVLLG,United States,California,San Quentin,37.942551,-122.491642,female,Yes,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,967.9,no,0,68,4224.0,unknown
4700-UBQMV,United States,California,Stockton,37.902422,-121.440029,male,No,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.9,1549.75,no,0,47,3503.0,unknown
4701-AHWMW,United States,California,Susanville,40.559177,-120.612113,male,No,Yes,No,55,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,yes,1,69,6041.0,attitude of service provider
4701-LKOZD,United States,California,Foresthill,39.031876,-120.811141,female,No,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6367.2,no,0,78,5150.0,unknown
4701-MLJPN,United States,California,Fresno,36.739385,-119.753649,male,No,No,No,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.25,1715.65,yes,1,78,2933.0,lack of self-service on website
4702-HDRKD,United States,California,Knights Landing,38.875508,-121.765866,male,No,No,No,67,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49.35,3321.35,no,0,33,5905.0,unknown
4702-IOQDC,United States,California,Gustine,37.147198,-121.120161,female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,yes,1,100,2007.0,competitor offered higher download speeds
4703-MQYKT,United States,California,Escondido,33.081478,-117.033814,male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,no,0,22,4562.0,unknown
4704-ERYFC,United States,California,Knights Landing,38.875508,-121.765866,female,No,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,1554.0,yes,1,85,2159.0,competitor offered higher download speeds
4706-AXVKM,United States,California,Stevenson Ranch,34.364153,-118.615583,female,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.8,906.85,yes,1,67,5118.0,extra data charges
4706-DGAHW,United States,California,California Hot Springs,35.865795,-118.69759,male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,45.2,no,0,44,4576.0,unknown
4707-MAXGU,United States,California,Canyon Country,34.422519,-118.420717,male,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.85,1872.2,no,0,45,5514.0,unknown
4707-YNOQA,United States,California,Burnt Ranch,40.854512,-123.450097,female,No,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.6,917.15,no,0,43,5854.0,unknown
4709-LKHYG,United States,California,Tarzana,34.157137,-118.548511,female,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,no,0,34,3800.0,unknown
4710-FDUIZ,United States,California,Santa Ana,33.714829,-117.872941,male,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,yes,1,67,5170.0,competitor offered more data
4710-NKCAW,United States,California,El Cajon,32.785165,-116.862648,male,No,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),64.4,316.9,no,0,31,3260.0,unknown
4712-AUQZO,United States,California,Pinole,37.996462,-122.293716,male,No,No,No,18,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,33.6,550.35,no,0,21,5388.0,unknown
4712-UYOOI,United States,California,Santa Cruz,36.993451,-122.098858,female,No,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,417.65,no,0,70,3402.0,unknown
